timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T22:11:38.377Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_medium_to_max,reasoning,621547361,e4e6eb50852c,1500,0,2,true,11784,11770,200,,11784,0,11770,4,
2026-09-18T22:11:40.144Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_medium_to_xhigh,reasoning,504478346,8bcf14efb8a3,1500,0,2,true,11939,11925,200,,11939,0,11925,4,
2026-09-18T22:11:41.632Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_medium_omitted,reasoning,1336992378,51d8d881a3b9,1500,0,2,true,11928,11914,200,,11928,0,11914,4,
2026-09-18T22:11:43.039Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_high_to_low,reasoning,2018352700,cfaa8a610e4c,1500,0,2,true,11830,11816,200,,11830,0,11816,4,
2026-09-18T22:11:46.455Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_high_to_xhigh,reasoning,2074866470,7229fe67bbfe,1500,0,2,true,11897,11883,200,,11897,0,11883,4,
2026-09-18T22:11:47.485Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_high_to_medium,reasoning,991410258,8add23dccf62,1500,0,2,true,11740,11726,200,,11740,0,11726,4,
2026-09-18T22:11:48.219Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_high_to_max,reasoning,141084573,4005cf045b54,1500,0,2,true,11641,11627,200,,11641,0,11627,4,
2026-09-18T22:11:51.008Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_xhigh_to_low,reasoning,1966695680,64102a9cf672,1500,0,2,true,11856,11842,200,,11856,0,11842,4,
2026-09-18T22:11:51.411Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_high_omitted,reasoning,1891405376,b23018f7abc5,1500,0,2,true,11925,11911,200,,11925,11911,0,4,
2026-09-18T22:11:54.899Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_xhigh_to_medium,reasoning,2070363236,7861787512a0,1500,0,2,true,11889,11875,200,,11889,0,11875,4,
2026-09-18T22:11:55.164Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_xhigh_to_high,reasoning,267187816,5e1b9a64528a,1500,0,2,true,11717,11703,200,,11717,0,11703,4,
2026-09-18T22:11:57.164Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_xhigh_to_max,reasoning,1926589892,3a8d1d677d27,1500,0,2,true,11848,11834,200,,11848,0,11834,4,
2026-09-18T22:11:57.774Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_xhigh_omitted,reasoning,45532117,96dff203e37d,1500,0,2,true,11890,11876,200,,11890,0,11876,4,
2026-09-18T22:12:00.970Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_max_to_low,reasoning,1560286565,565ebfd9ae82,1500,0,2,true,11833,11819,200,,11833,0,11819,4,
2026-09-18T22:12:01.357Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_max_to_medium,reasoning,137390481,51192faa67b4,1500,0,2,true,11856,11842,200,,11856,0,11842,4,
2026-09-18T22:12:04.863Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_max_to_xhigh,reasoning,822169078,6c40b8082ccf,1500,0,2,true,11889,11875,200,,11889,0,11875,4,
2026-09-18T22:12:06.713Z,2026-09-18T22:10:31.188Z,0,anthropic_breakpoints,claude-opus-5,effort_max_to_high,reasoning,1788175251,4057c934de06,1500,0,2,true,11976,11962,200,,11976,0,11962,4,
